branch_id,category,total_revenue,transaction_count,avg_transaction_value,transaction_std,avg_qty_per_transaction,total_qty_sold,qty_std,latitude,longitude,district,peak_month,quarter,peak_day_of_week,first_sale_date,last_sale_date,active_days,monthly_revenue,operational_span,revenue_per_day,transactions_per_day,revenue_per_transaction,transaction_consistency,operational_intensity,avg_items_per_transaction,total_items_sold,competitor_count,nearby_avg_revenue,nearby_avg_transaction_value,market_density,district_avg_revenue,district_median_revenue,district_branch_count,district_revenue_std,district_avg_transaction_value,district_avg_transactions,district_avg_competition,category_avg_revenue,category_median_revenue,category_median_transaction_value,category_median_transactions,revenue_vs_district,revenue_vs_category,transaction_value_vs_category,district_encoded,category_encoded
177,Thai Food,60065230.28,576,104279.91368055556,125762.4726172195,3.4930555555555554,2012.0,4.576684241603629,-6.21465276,106.82091144,Setia Budi,1,1,3,2024-01-02,2024-03-28,69,20315395.663591113,87,690404.9457471265,6.620689655172414,104279.91368055556,0.8291748908520326,0.7931034482758621,3.4930555555555554,2012.0,13,33436452.190463677,120204.12289542191,13,46764810.069753,10284492.222222222,287,116447754.96769883,176361.57874761123,7.558555293165985,14.257839721254355,159199005.9292952,9008837.933600001,90402.7027027027,4.571428571428571,1.9753426056071695,2.255051740671388,1.1535043816498418,7,16
253,Breakfast and Egg Dishes,17212000.0,158,108936.70886075949,206405.1634773668,3.481012658227848,550.0,4.869927894138296,-6.24060142,106.85546635,Tebet,2,1,0,2024-01-11,2024-03-31,59,5821480.888888889,81,212493.82716049382,1.9506172839506173,108936.70886075949,0.527778371660422,0.7283950617283951,3.481012658227848,550.0,5,1150016.489671111,61242.340539460536,5,85992722.52172722,10505803.548620444,250,236058128.70834744,215297.0229087663,10.072747498020597,8.348,26965883.66805188,4048520.0,82614.01869158879,2.043956043956044,0.5541204784524387,1.4379281537176274,1.3186225605055901,8,2
253,Cakes and Desserts,720000.0,6,120000.0,0.0,1.0,6.0,0.0,-6.24060142,106.85546635,Tebet,2,1,1,2024-02-09,2024-03-07,3,243520.0,28,25714.285714285714,0.21428571428571427,120000.0,120000.0,0.10714285714285714,1.0,6.0,2,18982384.845555555,461359.24707602337,2,85992722.52172722,10505803.548620444,250,236058128.70834744,215297.0229087663,10.072747498020597,8.348,57143218.645933054,8193443.562255645,132000.0,2.769230769230769,0.02317956916603276,0.02972132512412879,0.9090909090909091,8,3
253,Comfort Food,22742000.0,270,84229.62962962964,141459.14805566854,2.6444444444444444,714.0,3.4240927849939817,-6.24060142,106.85546635,Tebet,3,1,0,2024-01-09,2024-03-31,68,7691849.777777778,83,274000.0,3.253012048192771,84229.62962962964,0.595430096655087,0.8192771084337349,2.6444444444444444,714.0,5,42095586.61219556,139084.68544402794,5,85992722.52172722,10505803.548620444,250,236058128.70834744,215297.0229087663,10.072747498020597,8.348,108348687.81440125,27556800.99111111,121867.8947368421,6.857142857142857,0.7321524471859959,0.2791270938981237,0.6911552038501411,8,6
253,Fried Food,19282000.0,282,68375.8865248227,153786.90895732644,2.3404255319148937,660.0,3.7574690263205923,-6.24060142,106.85546635,Tebet,1,1,3,2024-01-10,2024-03-31,69,6521600.888888889,82,235146.34146341463,3.4390243902439024,68375.8865248227,0.44461158870295747,0.8414634146341463,2.3404255319148937,660.0,3,9112095.622222222,72970.50621305215,3,85992722.52172722,10505803.548620444,250,236058128.70834744,215297.0229087663,10.072747498020597,8.348,22101610.995968,4154450.3544444446,66758.08333333334,3.3601371951219514,0.6207617398047829,1.5697866943847478,1.0242338172504355,8,7
253,Japanese Food,12040000.0,314,38343.949044585985,18292.865410599356,1.2420382165605095,390.0,0.6024579460921637,-6.24060142,106.85546635,Tebet,3,1,1,2024-01-09,2024-03-31,74,4072195.5555555555,83,145060.2409638554,3.783132530120482,38343.949044585985,2.096000390511769,0.891566265060241,1.2420382165605095,390.0,3,9795832.09268148,149677.56861766483,3,85992722.52172722,10505803.548620444,250,236058128.70834744,215297.0229087663,10.072747498020597,8.348,235213655.7719535,23728915.83552222,160415.7980429707,6.307692307692308,0.3876139066097701,0.1716132158663344,0.23902850911426293,8,9
253,Non-Food Items/ Event,70000.0,6,11666.666666666666,2581.988897471611,2.3333333333333335,14.0,0.5163977794943222,-6.24060142,106.85546635,Tebet,2,1,1,2024-02-20,2024-03-05,3,23675.555555555555,15,4666.666666666667,0.4,11666.666666666666,4.516731248085008,0.2,2.3333333333333335,14.0,4,15846577.07837778,199479.50697870774,4,85992722.52172722,10505803.548620444,250,236058128.70834744,215297.0229087663,10.072747498020597,8.348,21934170.400753476,6120612.587355556,82167.6718935917,2.406593406593407,0.0022535692244754074,0.0038681676413348533,0.14198609255687766,8,10
253,Seafood,1020000.0,30,34000.0,10372.377109252811,1.1333333333333333,34.0,0.34574590364176044,-6.24060142,106.85546635,Tebet,1,1,4,2024-01-10,2024-03-09,15,344986.6666666667,60,17000.0,0.5,34000.0,3.277621129735348,0.25,1.1333333333333333,34.0,3,10083460.960474074,156909.7155316607,3,85992722.52172722,10505803.548620444,250,236058128.70834744,215297.0229087663,10.072747498020597,8.348,79364599.83326681,8095639.421777777,109329.96144578313,3.541208791208791,0.03283772298521308,0.042613887389627424,0.31098520067493707,8,11
253,Steaks and BBQ,13190000.0,328,40213.41463414634,22308.310938492632,1.4573170731707317,478.0,0.8153767614247599,-6.24060142,106.85546635,Tebet,3,1,6,2024-01-09,2024-03-31,75,4461151.111111111,83,158915.6626506024,3.9518072289156625,40213.41463414634,1.802539520158906,0.9036144578313253,1.4573170731707317,478.0,5,12174503.623715555,123317.55363616491,5,85992722.52172722,10505803.548620444,250,236058128.70834744,215297.0229087663,10.072747498020597,8.348,229245833.1421821,15439031.8467504,115982.95796503068,5.112359550561798,0.4246368295832946,0.28895277601555647,0.34671830534164205,8,14
253,Tea and Beverages,24739000.0,492,50282.52032520325,47170.51509413507,1.7113821138211383,842.0,1.2740686947836457,-6.24060142,106.85546635,Tebet,2,1,5,2024-01-09,2024-03-31,81,8367279.555555556,83,298060.2409638554,5.927710843373494,50282.52032520325,1.0659509287513849,0.9759036144578314,1.7113821138211383,842.0,6,34218197.9745926,63087.916438806446,6,85992722.52172722,10505803.548620444,250,236058128.70834744,215297.0229087663,10.072747498020597,8.348,266960212.37279442,54671827.562585205,103241.59410211032,21.01098901098901,0.7964435577756729,0.15304554335552747,0.4870374267513896,8,15
253,Thai Food,9420000.0,182,51758.241758241755,42311.48392611192,1.6263736263736264,296.0,1.068363251159296,-6.24060142,106.85546635,Tebet,3,1,3,2024-01-11,2024-03-31,60,3186053.3333333335,81,116296.29629629629,2.246913580246914,51758.241758241755,1.223238083791641,0.7407407407407407,1.6263736263736264,296.0,5,94093519.3055289,131601.4916111759,5,85992722.52172722,10505803.548620444,250,236058128.70834744,215297.0229087663,10.072747498020597,8.348,159199005.9292952,9008837.933600001,90402.7027027027,4.571428571428571,0.303266029922262,0.3536586357548295,0.5725298050928114,8,16
282,Alcoholic Beverages,12855150.0,238,54013.23529411765,30586.856737829752,1.5588235294117647,371.0,0.8827375681913346,-6.25165608,106.79778522,Kebayoran Baru,1,1,4,2024-01-02,2024-03-29,34,4347897.4,88,146081.25,2.7045454545454546,54013.23529411765,1.7658391615034732,0.38636363636363635,1.5588235294117647,371.0,9,62005059.39435816,177158.35711824117,9,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,76553585.58644307,15058351.158495557,126138.26979263705,4.240763052208836,0.11798221217948791,0.28873661891906555,0.4282065655642164,2,0
282,Cakes and Desserts,3613995.0,84,43023.75,8553.269151483008,1.0,84.0,0.0,-6.25165608,106.79778522,Kebayoran Baru,1,1,1,2024-01-10,2024-03-27,12,1222333.42,78,46333.269230769234,1.0769230769230769,43023.75,5.0295062311128245,0.15384615384615385,1.0,84.0,7,59096543.66934585,274807.22910112,7,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,57143218.645933054,8193443.562255645,132000.0,2.769230769230769,0.033168584178761694,0.14918433387774419,0.3259375,2,3
282,Coffee,90834975.0,1225,74151.0,62654.031685096365,2.2514285714285713,2758.0,1.955919455149592,-6.25165608,106.79778522,Kebayoran Baru,1,1,4,2024-01-02,2024-03-30,79,30722407.1,89,1020617.6966292135,13.764044943820224,74151.0,1.1834803687065751,0.8876404494382022,2.2514285714285713,2758.0,10,481269043.8003033,228221.52018234116,10,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,130754041.50096962,28327328.26381222,92000.6972405676,9.802197802197803,0.8336667634192118,1.0845501140764997,0.8059830221297845,2,5
282,Comfort Food,24893715.0,364,68389.32692307692,44631.328849854406,1.25,455.0,0.7574242272696962,-6.25165608,106.79778522,Kebayoran Baru,1,1,4,2024-01-02,2024-03-27,37,8419607.606666667,86,289461.8023255814,4.232558139534884,68389.32692307692,1.532282286975039,0.43023255813953487,1.25,455.0,10,107235383.91832303,210032.63658266087,10,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,108348687.81440125,27556800.99111111,121867.8947368421,6.857142857142857,0.22846995679285742,0.3055364666378564,0.5611759115947215,2,6
282,Japanese Food,1617000.0,28,57750.0,0.0,1.0,28.0,0.0,-6.25165608,106.79778522,Kebayoran Baru,2,1,4,2024-01-30,2024-03-29,4,546905.3333333334,60,26950.0,0.4666666666666667,57750.0,57750.0,0.06666666666666667,1.0,28.0,9,91424416.42917305,149571.08525785326,9,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,235213655.7719535,23728915.83552222,160415.7980429707,6.307692307692308,0.014840529833897852,0.023048053991350726,0.3600019493374989,2,9
282,Seafood,2829750.0,49,57750.0,0.0,1.0,49.0,0.0,-6.25165608,106.79778522,Kebayoran Baru,1,1,0,2024-01-11,2024-02-11,7,957084.3333333334,32,88429.6875,1.53125,57750.0,57750.0,0.21875,1.0,49.0,8,122766048.11347237,383779.34595536836,8,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,79364599.83326681,8095639.421777777,109329.96144578313,3.541208791208791,0.02597092720932124,0.11822220376548843,0.5282175099699299,2,11
282,Set Meals and Combos,4204200.0,56,75075.0,26242.102812084246,1.25,70.0,0.4369314487526515,-6.25165608,106.79778522,Kebayoran Baru,2,1,0,2024-01-13,2024-03-02,8,1421953.8666666667,50,84084.0,1.12,75075.0,2.8607516625446427,0.16,1.25,70.0,11,52977921.038522646,209286.5449798561,11,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,82122176.60835758,16854251.06724669,259952.8268528073,3.9340659340659343,0.03858537756813441,0.08436766848869287,0.2888023989156679,2,12
282,Snacks and Appetizers,8165850.0,133,61397.36842105263,27397.59881910514,1.1578947368421053,154.0,0.36602088993120135,-6.25165608,106.79778522,Kebayoran Baru,1,1,1,2024-01-03,2024-03-29,19,2761871.9333333336,87,93860.3448275862,1.528735632183908,61397.36842105263,2.2408944642176385,0.21839080459770116,1.1578947368421053,154.0,8,153989480.58218664,129631.69573102848,8,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,23487306.344671123,2533081.5111111114,53067.50035185185,1.7362637362637363,0.07494467566118415,1.0903209869949528,1.1569674096946627,2,13
282,Steaks and BBQ,10106250.0,126,80208.33333333333,27461.05442258181,1.2777777777777777,161.0,0.4496912521077347,-6.25165608,106.79778522,Kebayoran Baru,1,1,5,2024-01-10,2024-03-26,14,3418158.3333333335,77,131250.0,1.6363636363636365,80208.33333333333,2.9206967584835426,0.18181818181818182,1.2777777777777777,161.0,11,300613654.50212896,227699.2397924792,11,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,229245833.1421821,15439031.8467504,115982.95796503068,5.112359550561798,0.09275331146186157,0.22139719428409535,0.6915527482711422,2,14
282,Tea and Beverages,115615500.0,2177,53107.71704180064,41562.29724327867,1.3858520900321543,3017.0,0.8744442153923688,-6.25165608,106.79778522,Kebayoran Baru,1,1,5,2024-01-02,2024-03-30,78,39103731.333333336,89,1299050.5617977527,24.46067415730337,53107.71704180064,1.277755148513605,0.8764044943820225,1.3858520900321543,3017.0,15,445514372.5668097,225419.5173606786,15,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,266960212.37279442,54671827.562585205,103241.59410211032,21.01098901098901,1.0610978831236964,0.715244634699098,0.5144023346760305,2,15
354,Breakfast and Egg Dishes,1146420.0,30,38214.0,12668.789943032823,1.0666666666666667,32.0,0.2537081317024625,-6.2445962,106.7840087,Kebayoran Lama,1,1,0,2024-01-01,2024-03-30,29,387744.72000000003,90,12738.0,0.3333333333333333,38214.0,3.016151031060626,0.32222222222222224,1.0666666666666667,32.0,7,32530146.946901612,239135.06091134605,7,42129723.22266438,5110876.0,315,101953159.11641623,220901.30784977745,4.745730944429332,8.238095238095237,26965883.66805188,4048520.0,82614.01869158879,2.043956043956044,0.07586658725431805,0.09577443609022557,0.4625607203864384,3,2
354,Chinese Food,322217797.473,2164,148899.1670392791,247732.03935813854,3.3840110905730127,7323.0,5.599182903193852,-6.2445962,106.7840087,Kebayoran Lama,1,1,5,2024-01-01,2024-03-31,91,108981219.500868,91,3540854.9172857143,23.78021978021978,148899.1670392791,0.6010468665183615,1.0,3.3840110905730127,7323.0,5,29920320.638154835,330967.3438577039,5,42129723.22266438,5110876.0,315,101953159.11641623,220901.30784977745,4.745730944429332,8.238095238095237,193453794.17294466,5335293.1650722,79054.98705357143,2.829190056134723,21.323393387135198,20.42647257217649,1.8834886019066441,3,4
354,Comfort Food,29279580.0,138,212170.86956521738,194959.12930655046,4.318840579710145,596.0,3.9300183080243984,-6.2445962,106.7840087,Kebayoran Lama,3,1,6,2024-01-01,2024-03-31,90,9903004.613333333,91,321753.62637362635,1.5164835164835164,212170.86956521738,1.0882782562767241,0.989010989010989,4.318840579710145,596.0,8,66045472.67566468,119017.72257949092,8,42129723.22266438,5110876.0,315,101953159.11641623,220901.30784977745,4.745730944429332,8.238095238095237,108348687.81440125,27556800.99111111,121867.8947368421,6.857142857142857,1.9376335120111177,0.35936698953291807,1.7409906852282369,3,6
354,Fried Food,36712124.9,206,178214.1985436893,179811.52222070628,9.902912621359222,2040.0,11.204976736717327,-6.2445962,106.7840087,Kebayoran Lama,1,1,6,2024-01-01,2024-03-31,91,12416856.466177778,91,403429.9439560439,2.2637362637362637,178214.1985436893,0.9911111659117091,1.0,9.902912621359222,2040.0,2,5520836.339333333,108985.85131578948,2,42129723.22266438,5110876.0,315,101953159.11641623,220901.30784977745,4.745730944429332,8.238095238095237,22101610.995968,4154450.3544444446,66758.08333333334,3.3601371951219514,2.4294967176229236,2.9888084841101024,2.669552354489246,3,7
354,Japanese Food,11478593.39,90,127539.92655555556,79778.88041056196,4.444444444444445,400.0,2.7767538687180577,-6.2445962,106.7840087,Kebayoran Lama,1,1,1,2024-01-01,2024-03-31,90,3882315.3643511115,91,126138.38890109891,0.989010989010989,127539.92655555556,1.5986477530326142,0.989010989010989,4.444444444444445,400.0,10,385083612.2835301,417202.97219320684,10,42129723.22266438,5110876.0,315,101953159.11641623,220901.30784977745,4.745730944429332,8.238095238095237,235213655.7719535,23728915.83552222,160415.7980429707,6.307692307692308,0.7596183832969361,0.1636111565847134,0.7950583926988996,3,9
354,Non-Food Items/ Event,6066852.66,240,25278.55275,17060.697563424983,3.325,798.0,2.8170505956722547,-6.2445962,106.7840087,Kebayoran Lama,1,1,5,2024-01-01,2024-03-31,90,2051944.38856,91,66668.71054945055,2.6373626373626373,25278.55275,1.4815965794745665,0.989010989010989,3.325,798.0,13,21003719.16325206,190923.1139220068,13,42129723.22266438,5110876.0,315,101953159.11641623,220901.30784977745,4.745730944429332,8.238095238095237,21934170.400753476,6120612.587355556,82167.6718935917,2.406593406593407,0.4014858487194759,0.33525147348797546,0.30764596546846407,3,10
354,Seafood,17440299.8,215,81117.6734883721,104260.04308459442,2.0930232558139537,450.0,2.050916748384105,-6.2445962,106.7840087,Kebayoran Lama,2,1,5,2024-01-01,2024-03-31,89,5898696.9545777785,91,191651.64615384617,2.3626373626373627,81117.6734883721,0.7780247644612143,0.978021978021978,2.0930232558139537,450.0,8,36808034.01138678,139986.5627106282,8,42129723.22266438,5110876.0,315,101953159.11641623,220901.30784977745,4.745730944429332,8.238095238095237,79364599.83326681,8095639.421777777,109329.96144578313,3.541208791208791,1.1541459731321555,0.7286264428613154,0.7419528225901594,3,11
354,Tea and Beverages,121525771.4,544,223392.96213235296,303744.2045462948,15.615808823529411,8495.0,28.200632937142828,-6.2445962,106.7840087,Kebayoran Lama,3,1,5,2024-01-01,2024-03-31,91,41102716.46017778,91,1335448.0373626375,5.978021978021978,223392.96213235296,0.7354616921970365,1.0,15.615808823529411,8495.0,16,120230714.0564926,170881.12717037415,16,42129723.22266438,5110876.0,315,101953159.11641623,220901.30784977745,4.745730944429332,8.238095238095237,266960212.37279442,54671827.562585205,103241.59410211032,21.01098901098901,8.042205770630666,0.751807983977227,2.1637883846641097,3,15
354,Thai Food,121658828.39,890,136695.31279775282,172598.3347830026,3.4269662921348316,3050.0,4.2824560104485805,-6.2445962,106.7840087,Kebayoran Lama,1,1,5,2024-01-01,2024-03-31,91,41147719.29101778,91,1336910.202087912,9.780219780219781,136695.31279775282,0.7919805309192561,1.0,3.4269662921348316,3050.0,5,118140913.18970029,150928.53627666784,5,42129723.22266438,5110876.0,315,101953159.11641623,220901.30784977745,4.745730944429332,8.238095238095237,159199005.9292952,9008837.933600001,90402.7027027027,4.571428571428571,8.051011077360863,4.567483574940374,1.5120710853887573,3,16
418,Bakery and Pastries,4976999.9972,364,13673.076915384616,9755.212781632106,1.8269230769230769,665.0,1.370785455648112,-6.23418852,106.79471049,Kebayoran Baru,2,1,2,2024-01-03,2024-03-30,41,1683331.999052978,88,56556.81815,4.136363636363637,13673.076915384616,1.401473832256584,0.4659090909090909,1.8269230769230769,665.0,2,72739399.75915673,127930.95866773585,2,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,89993710.3261578,19422049.458544448,85240.47497737227,5.514888337468983,0.04567799439811758,0.08667118280416182,0.16040592123652803,2,1
418,Chinese Food,952000.0028,77,12363.6364,6089.052104501959,1.7272727272727273,133.0,0.8680947625382908,-6.23418852,106.79471049,Kebayoran Baru,2,1,4,2024-01-12,2024-03-30,11,321987.5565025778,79,12050.632946835443,0.9746835443037974,12363.6364,2.03013639092848,0.13924050632911392,1.7272727272727273,133.0,1,3893548771.8927073,366349.69567511696,1,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,193453794.17294466,5335293.1650722,79054.98705357143,2.829190056134723,0.008737281659507877,0.060350489943174566,0.15639287109897076,2,4
418,Coffee,99108099.9853,2289,43297.553510397556,34785.64771206351,1.8990825688073394,4347.0,1.4076601241368627,-6.23418852,106.79471049,Kebayoran Baru,1,1,3,2024-01-02,2024-03-28,68,33520561.81725036,87,1139173.5630494254,26.310344827586206,43297.553510397556,1.2446601313463896,0.7816091954022989,1.8990825688073394,4347.0,1,16546845.777777778,53761.53846153846,1,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,130754041.50096962,28327328.26381222,92000.6972405676,9.802197802197803,0.9095959892472331,1.1833294515131674,0.4706220149308341,2,5
418,Comfort Food,1735300.0014,147,11804.761914285715,6670.712254598677,1.4761904761904763,217.0,0.8547476863413765,-6.23418852,106.79471049,Kebayoran Baru,1,1,4,2024-01-03,2024-03-22,21,586917.0226957334,80,21691.2500175,1.8375,11804.761914285715,1.769375156452368,0.2625,1.4761904761904763,217.0,3,507156381.3769534,290124.4200529896,3,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,108348687.81440125,27556800.99111111,121867.8947368421,6.857142857142857,0.015926265579183477,0.02129844545036461,0.0968652321415461,2,6
418,Non-Food Items/ Event,44100.0,7,6300.0,0.0,1.0,7.0,0.0,-6.23418852,106.79471049,Kebayoran Baru,1,1,4,2024-01-12,2024-01-12,1,14915.6,1,44100.0,7.0,6300.0,6300.0,1.0,1.0,7.0,2,24775105.427613024,143635.80888888735,2,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,21934170.400753476,6120612.587355556,82167.6718935917,2.406593406593407,0.00040474172274266863,0.0024369456140409577,0.07667248998071394,2,10
418,Seafood,3716999.9979,252,14749.999991666666,6418.582944803526,1.9166666666666667,483.0,0.8637221406534515,-6.23418852,106.79471049,Kebayoran Baru,3,1,3,2024-01-03,2024-03-26,29,1257171.9992897334,84,44249.999975,3.0,14749.999991666666,2.2976570469591615,0.34523809523809523,1.9166666666666667,483.0,2,633380192.9112176,199645.85059824117,2,263181692.42018265,36852143.384,486,604742863.5649514,243373.11613350292,30.30587570650608,9.024691358024691,79364599.83326681,8095639.421777777,109329.96144578313,3.541208791208791,0.03411394518332294,0.1552900189585843,0.13491269727540522,2,11
